Amazon Sale
index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
1660,404-6150771-3089143,2022-05-12,Shipped,Amazon,Amazon.in,Expedited,JNE3715,JNE3715-KR-M,kurta,M,B09G2SR3GF,Shipped,1,INR,283,HYDERABAD,TELANGANA,500047,IN,,FALSE,,
1661,406-2063526-4681166,2022-08-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE1998,JNE1998-KR-311-XXL,kurta,XXL,B078NTPQHT,Shipped,1,INR,295,SONIPAT,HARYANA,131001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1662,408-1211125-1587522,2022-08-13,Shipped,Amazon,Amazon.in,Expedited,J0294,J0294-TP-S,Top,S,B099S89M91,Shipped,1,INR,396,PUNE,MAHARASHTRA,411041,IN,,FALSE,,
1663,407-1280746-9995549,2022-01-03,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Shipped,1,INR,654,MUMBAI,MAHARASHTRA,400059,IN,,FALSE,,
1664,402-5600672-9096358,2022-08-27,Cancelled,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-S,kurta,S,B091QB6SSN,Cancelled,0,,,HYDERABAD,TELANGANA,500015,IN,,FALSE,,
1665,402-2994221-1495542,2022-01-01,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563,Haldwani,UTTARAKHAND,263139,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1666,403-7224450-4672340,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXL,kurta,XXL,B077MF72BK,Shipped,1,INR,353,chentrappinni,KERALA,680687,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1667,171-3723297-8533156,2022-12-24,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XXL,Set,XXL,B08W8KNCDH,Shipped,1,INR,563,MUMBAI,MAHARASHTRA,400008,IN,,FALSE,,
1668,402-8855214-7037161,2022-12-29,Shipped,Amazon,Amazon.in,Expedited,J0373,J0373-KR-XS,kurta,XS,B09KXPXP31,Shipped,1,INR,599,RATNAGIRI,MAHARASHTRA,415612,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1669,171-8413255-5212302,2022-01-05,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XL,kurta,XL,B08KRTXC2Y,Shipped,1,INR,399,PATNA,BIHAR,800001,IN,,FALSE,,
1670,404-1401189-7552363,2022-11-20,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Unshipped,1,INR,471,"BANGALORE, KARNATAKA",KARNATAKA,560093,IN,,FALSE,,
1671,408-1801721-0061100,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,SET339,SET339-KR-NP-XXL,Set,XXL,B09RSX8B8D,Cancelled,0,,,Haldwani,UTTARAKHAND,263139,IN,,FALSE,,
1672,403-7515075-4352354,2022-06-26,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-L,kurta,L,B08BFLKNGJ,Shipped,1,INR,486,TIRUCHIRAPPALLI,TAMIL NADU,620001,IN,,FALSE,,
1673,171-0691829-0413967,2022-05-28,Shipped,Amazon,Amazon.in,Expedited,SET366,SET366-KR-NP-XXL,Set,XXL,B09QJMSLD1,Shipped,1,INR,1163,ARNIA,JAMMU & KASHMIR,181131,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1674,406-9367112-1579562,2022-11-13,Shipped,Amazon,Amazon.in,Expedited,SET334,SET334-KR-NP-S,Set,S,B09KXT3ZJR,Shipped,1,INR,666,JAMSHEDPUR,JHARKHAND,831004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1675,402-4318384-1219507,2022-10-25,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XS,Top,XS,B08RYPYSND,Shipped,1,INR,540,CHENNAI,TAMIL NADU,600106,IN,,FALSE,,
1676,406-6810611-2165928,2022-06-22,Shipped,Amazon,Amazon.in,Expedited,SET337,SET337-KR-NP-S,Set,S,B09KXX4B9X,Shipped,1,INR,874,JAMSHEDPUR,JHARKHAND,831004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1677,408-0963298-6339516,2022-12-21,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690,LUCKNOW,UTTAR PRADESH,226003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1678,403-1171676-5803524,2022-08-13,Shipped,Amazon,Amazon.in,Expedited,JNE3652,JNE3652-TP-N-S,Top,S,B08ZHV1T4W,Shipped,1,INR,339,Tirunelveli,TAMIL NADU,627358,IN,,FALSE,,
1679,406-3440292-2916354,2022-11-09,Cancelled,Merchant,Amazon.in,Standard,JNE3421,JNE3421-KR-N-XXL,kurta,XXL,B08TRHQDFP,,0,INR,380,MUMBAI,MAHARASHTRA,400091,IN,,FALSE,Easy Ship,
1680,406-4943813-6257104,2022-06-03,Shipped,Amazon,Amazon.in,Expedited,SET408,SET408-KR-NP-S,Set,S,B09RKFGKYJ,Shipped,1,INR,599,JAMSHEDPUR,JHARKHAND,831004,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1681,405-4426956-2638704,2022-12-17,Cancelled,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201,IN,,FALSE,,
1682,405-4426956-2638704,2022-01-15,Cancelled,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-M,kurta,M,B08BFV1DVW,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201,IN,,FALSE,,
1683,405-0904589-0449938,2022-11-09,Cancelled,Merchant,Amazon.in,Standard,JNE2086,JNE2086-KR-389-L,kurta,L,B0793R98X2,,0,,,RISHIKESH,UTTARAKHAND,249201,IN,,FALSE,Easy Ship,
1684,403-2710130-4606705,2022-10-11,Shipped,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Shipped,1,INR,1186,PARDI,Gujarat,396125,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1685,408-6208151-5607534,2022-03-26,Shipped,Amazon,Amazon.in,Expedited,SET322,SET322-KR-SHA-M,Set,M,B09RKDCHPH,Shipped,1,INR,1099,ETMADPUR,UTTAR PRADESH,283202,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1686,408-9451450-4342710,2022-09-24,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654,Haldwani,UTTARAKHAND,263139,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1687,402-8730642-8549128,2022-09-07,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXL,kurta,XXL,B077MF72BK,Shipped,1,INR,353,BENGALURU,KARNATAKA,560068,IN,,FALSE,,
1688,404-2543507-2754701,2022-05-05,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-L,kurta,L,B08WPR181B,Shipped,1,INR,429,BENGALURU,KARNATAKA,560086,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1689,404-0491884-0382749,2022-12-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-M,kurta,M,B09SDXL8S4,Shipped,1,INR,666,BENGALURU,KARNATAKA,560086,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1690,171-2039494-4641119,2022-08-30,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XL,Western Dress,XL,B09831MSSX,Shipped,1,INR,791,Greater NOIDA,UTTAR PRADESH,201309,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1691,403-8924591-8659559,2022-08-09,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXXL,Set,3XL,B09HMWRQP1,Shipped,1,INR,545,ISAGARH,MADHYA PRADESH,473335,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1692,404-8989868-5325929,2022-02-12,Shipped,Amazon,Amazon.in,Expedited,JNE3673,JNE3673-TU-XS,Top,XS,B09435XLJD,Shipped,1,INR,599,NASHIK,MAHARASHTRA,422013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1693,404-8989868-5325929,2022-04-04,Shipped,Amazon,Amazon.in,Expedited,JNE3665,JNE3665-TP-S,Top,S,B0986ZP5HZ,Shipped,1,INR,493,NASHIK,MAHARASHTRA,422013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1694,408-4858328-8941104,2022-03-28,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Cancelled,0,,,MORADABAD,UTTAR PRADESH,244001,IN,,FALSE,,
1695,407-8910545-4029964,2022-05-15,Cancelled,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XL,Western Dress,XL,B09831MSSX,Cancelled,0,,,NOIDA,UTTAR PRADESH,201304,IN,,FALSE,,
1696,404-9817487-8322703,2022-05-08,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,2,INR,1308,DEORIA,UTTAR PRADESH,274602,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1697,171-7758250-6622740,2022-10-21,Shipped,Amazon,Amazon.in,Expedited,J0349,J0349-SET-S,Set,S,B099NJ4XRB,Shipped,1,INR,801,NEW DELHI,DELHI,110002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1698,402-2191949-0899524,2022-11-27,Shipped,Amazon,Amazon.in,Expedited,JNE3639,JNE3639-TP-N-XL,Top,XL,B08ZHRYMZD,Shipped,1,INR,487,Kalyan,MAHARASHTRA,421204,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1699,171-1711118-6138764,2022-11-02,Shipped,Amazon,Amazon.in,Expedited,JNE3777,JNE3777-KR-XXL,kurta,XXL,B09K3ZDF82,Shipped,1,INR,399,MANGALURU,KARNATAKA,575029,IN,,FALSE,,
1700,404-9231673-5888367,2022-07-04,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XXL,Set,XXL,B08XQ8MJZG,Shipped,1,INR,788,joshi road karol bagh new Delhi,Delhi,110005,IN,,FALSE,,
1701,407-9040108-6689964,2022-11-03,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-S,kurta,S,B09812G7DK,Shipped,1,INR,458,KANPUR,UTTAR PRADESH,208001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1702,408-7843376-7307514,2022-11-03,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XXXL,Set,3XL,B09KXV94NJ,Shipped,1,INR,626,NEW DELHI,DELHI,110062,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1703,402-6880220-5223545,2022-10-19,Shipped,Amazon,Amazon.in,Expedited,SET329,SET329-KR-NP-XXXL,Set,3XL,B09K36SNZ6,Shipped,1,INR,666,THANE,MAHARASHTRA,401107,IN,,FALSE,,
1704,403-9422897-6435506,2022-04-10,Shipped,Amazon,Amazon.in,Expedited,NW024,NW024-TP-PJ-XS,Set,XS,B099NQPGHG,Shipped,1,INR,586,GURUGRAM,HARYANA,122017,IN,,FALSE,,
1705,407-1233874-0563510,2022-12-26,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,Shipped,1,INR,459,JAIPUR,RAJASTHAN,302019,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",FALSE,Easy Ship,
1706,405-6168082-3380362,2022-10-29,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690,MUMBAI,MAHARASHTRA,400069,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1707,407-3747599-6128305,2022-11-20,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXXL,Set,3XL,B099NFZJVC,Shipped,1,INR,563,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1708,402-5201553-6325907,2022-10-30,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Unshipped,1,INR,432,JAMSHEDPUR,JHARKHAND,831009,IN,,FALSE,,
1709,408-9008620-6061118,2022-10-07,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET228,SET228-KR-PP-A-XL,Set,XL,B08P1DRF4J,Shipped,1,INR,0,THANE,MAHARASHTRA,400615,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",FALSE,Easy Ship,
1710,171-7890160-8852316,2022-09-18,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3634,JNE3634-KR-XXXL,kurta,3XL,B097ZZTMZD,Shipped,1,INR,511,AVANIGADDA,ANDHRA PRADESH,521121,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",FALSE,Easy Ship,
1711,171-6289011-1937908,2022-10-24,Shipped,Amazon,Amazon.in,Expedited,JNE3822,JNE3822-KR-M,kurta,M,B09LTZMK13,Shipped,1,INR,474,NOIDA,UTTAR PRADESH,201301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
1712,171-6289011-1937908,2022-03-11,Shipped,Amazon,Amazon.in,Expedited,JNE3667,JNE3667-TP-M,Top,M,B098713RKD,Shipped,1,INR,329,NOIDA,UTTAR PRADESH,201301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,,
